driver,race_id,finish,momentum,adj_finish,adj_start,adj_mid,adj_best,adj_worst,adj_avg,adj_green_flag_passing_diff,adj_green_flag_passes,adj_green_flag_times_passed,adj_quality_passes,adj_pct_quality_passes,adj_fastest_lap,adj_top_15_laps,adj_pct_top_15_laps,adj_laps_led,adj_pct_laps_led,adj_rating
AJ Allmendinger,21,7,70.71249999999999,19.41285706655101,19.36606901077854,19.90950964820485,6.745420741106625,32.06107499695503,18.650021570399225,-2.076925647798899,66.2828105222713,68.3597361700702,14.236683805104684,24.30206630166984,1.7333075826729272,35.95844498237681,42.71450482366841,1.9769845720174504,2.280008874998121,71.44484726457968
AJ Allmendinger,24,2,79.675,18.40427663176829,19.42201723389178,19.329689406220666,6.28941961344433,31.723029921975012,18.02655660534334,-2.6402806980998914,68.10546337481365,70.74574407291355,16.08845057792769,25.756603125935683,1.7613591337233665,37.91575126498897,44.85379582065801,2.076749621756929,2.395315163610447,73.47570008003144
AJ Allmendinger,28,7,88.2225,18.091966504954556,20.226547726009926,18.39542841409765,7.350553541790587,31.24661537980125,18.611546725081894,0.08064136349535525,89.25715762074469,89.17651625724932,30.092879864106067,29.21970836712734,3.97270771297434,81.29691424776175,40.508155479538715,3.497789448715753,1.5783225589412226,70.85054148960434
AJ Allmendinger,31,4,88.13,17.185235555482564,18.4023247911183,18.39560021137278,5.983674864007785,31.97648651109907,17.618552186817105,-0.9981990963507456,70.34762189156444,71.3458209879152,17.09510622631062,26.089944130908137,2.1635195035881694,39.998795444626204,46.918359648361644,1.9273799012163721,2.221594478494516,75.86688813548142
AJ Allmendinger,32,9,100.9175,16.80419476873943,19.136228213942918,17.42144711209695,6.767582678739162,29.802654493248383,17.536133147117553,-0.7620103785482628,87.16590389371623,87.92791427226449,30.725557991933073,32.100405851115106,5.020851831501698,94.8284284339401,44.73689899046788,4.4815671609658985,2.5747355945984864,73.88049828471183
AJ Allmendinger,33,3,95.385,16.425263660000127,19.23283334183592,17.31440462713709,6.61786949454975,29.517068486351896,17.452430626151905,0.21621500701544918,89.63013000539695,89.4139149983815,32.31321750608783,32.819276854051864,4.923836181389372,97.90806133623816,45.34129488642106,4.277336999384404,2.4438565554987557,73.90276910125024
AJ Allmendinger,34,24,94.2525,18.611102219861266,19.909822328705246,19.989306313887226,9.475677445911076,29.695091433054596,19.576622069011506,-0.006878599053034229,74.29651349444771,74.30339209350073,25.224334811649133,31.428349649776216,8.623478570267444,163.61102788158485,38.042291591985624,8.974031077198516,2.129478530041809,67.18255015086181
AJ Allmendinger,35,12,86.72,18.986919049950348,20.178772677128528,17.63266071305676,7.852970095997275,29.352678015451296,18.92793449461461,0.8077444577334709,74.6944813531446,73.88673689541112,23.01814914707919,31.187197276922326,5.047358867354108,118.2843932666718,38.70630647503508,5.816428697261216,1.870084372962043,67.40482601966673
AJ Allmendinger,36,6,77.38749999999999,16.03988355853878,18.742550158964214,17.42128654147517,6.795410592435854,29.31847498966865,17.363660041861742,1.4097683109090051,89.32990249653649,87.92013418562749,34.15842513831993,33.85720052927425,5.486414789355861,104.96848955032094,46.11939764984601,3.807401328795398,2.127141505676625,74.32300264770899
AJ Allmendinger,37,36,73.52250000000001,15.591230694705907,19.23574400563442,17.65641510846963,6.512683788138134,29.6074886805347,17.625906529146853,2.473382726547716,101.445371616301,98.97198888975328,35.52092040580974,33.098824793283676,5.608687977263434,102.64837025404461,45.1422255421752,3.7054391581342543,2.054626400470669,73.58086293250062
AJ Allmendinger,38,18,61.065000000000005,16.581627633222404,18.614676546801434,18.530365073415936,6.391379265442099,29.875217970433305,18.10270601231977,1.583988928758227,99.49898194354208,97.91499301478386,35.23646510788517,33.852712383973405,5.347020686441585,99.70237773523826,45.436103967023385,3.564119027817342,1.9653446107929307,72.52875312109822
AJ Allmendinger,39,20,64.3325,18.35334390669116,19.69804732049498,17.405647405885816,7.212737330179159,29.32141296229812,18.63461595004972,1.2107741725797574,76.91584485696225,75.70507068438249,24.814512251903984,32.33308638425329,6.270846879032082,124.72029538220767,40.68238032187608,5.620588032033543,1.8070290667308944,68.81741902954474
AJ Allmendinger,40,16,57.92,16.46524055818044,18.74912035009879,19.037308389797875,6.505124898452523,29.93098660084965,18.42318738379995,1.7191476493833833,102.35111822591176,100.63197057652837,34.71399670836321,32.381628038564635,5.0468369726190545,96.43778270622289,42.41675206446139,3.435716510435323,1.8259919043555692,71.3129289810565
